Field Site,Transplant Site,Transplant Zone,Transect,Plot #,Origin Zone,Origin Site,SA - zone,SA- sitexzone,SA - site,Genotype.Origin,Genotype.ID,Genotype.Rep,Date,Julian Day,Surivial,Status,# Live Stems,max Height,Flowering.Yes
SBI,Bowens Island,Short,1,14,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 17,D,14-Oct,288,1,0,11,78.74,yes   
SBI,Bowens Island,Short,1,15,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 19,B,14-Oct,288,1,0,9,39.37,
SBI,Bowens Island,Short,1,16,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 6,A,14-Oct,288,1,0,11,40.64,
SBI,Bowens Island,Short,1,17,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 11,B,14-Oct,288,1,0,14,59.69,yes   
SBI,Bowens Island,Short,1,18,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 4,E,14-Oct,288,1,0,10,53.34,
SBI,Bowens Island,Short,1,19,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 13,E,14-Oct,288,1,0,11,48.26,
SBI,Bowens Island,Short,1,20,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 19,A,14-Oct,288,1,0,5,38.1,
SBI,Bowens Island,Short,1,21,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 12,F,14-Oct,288,1,0,8,39.37,
SBI,Bowens Island,Short,1,22,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 16,E,14-Oct,288,1,0,15,57.15,
SBI,Bowens Island,Short,1,23,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 20,H,14-Oct,288,1,0,13,39.37,
SBI,Bowens Island,Short,1,24,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 3,C,14-Oct,288,0,1,NA,NA,
SBI,Bowens Island,Short,1,25,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 2,C,14-Oct,288,1,0,12,43.18,
SBI,Bowens Island,Short,1,26,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 1,D,14-Oct,288,1,0,9,41.91,
SBI,Bowens Island,Short,1,27,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 12,C,14-Oct,288,1,0,11,39.37,
SBI,Bowens Island,Short,1,28,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 17,B,14-Oct,288,1,0,11,48.26,
SBI,Bowens Island,Short,1,29,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 7,A,14-Oct,288,1,0,4,29.21,
SBI,Bowens Island,Short,1,30,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 17,D,14-Oct,288,1,0,13,46.99,
SBI,Bowens Island,Short,2,1,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 12,F,14-Oct,288,1,0,5,68.58,
SBI,Bowens Island,Short,2,2,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 1,G,14-Oct,288,1,0,6,36.83,
SBI,Bowens Island,Short,2,3,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 22,H,14-Oct,288,1,0,14,86.36,yes   
SBI,Bowens Island,Short,2,4,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 16,F,14-Oct,288,1,0,10,53.34,
SBI,Bowens Island,Short,2,5,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 4,B,14-Oct,288,0,1,NA,NA,
SBI,Bowens Island,Short,2,6,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 8,C,14-Oct,288,1,0,13,36.83,
SBI,Bowens Island,Short,2,7,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 6,G,14-Oct,288,1,0,12,43.18,
SBI,Bowens Island,Short,2,8,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 15,D,14-Oct,288,1,0,12,52.07,
SBI,Bowens Island,Short,2,9,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 11,A,14-Oct,288,1,0,24,50.8,yes   
SBI,Bowens Island,Short,2,10,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 15,C,14-Oct,288,1,0,17,100.33,yes   
SBI,Bowens Island,Short,2,11,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 20,C,14-Oct,288,1,0,18,45.72,
SBI,Bowens Island,Short,2,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 10,D,14-Oct,288,1,0,13,52.07,
SBI,Bowens Island,Short,2,13,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 22,E,14-Oct,288,1,0,10,50.8,yes - 2
SBI,Bowens Island,Short,2,14,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 16,H,14-Oct,288,1,0,15,50.8,
SBI,Bowens Island,Short,2,15,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 7,B,14-Oct,288,1,0,13,52.07,
SBI,Bowens Island,Short,2,16,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 25,G,14-Oct,288,1,0,8,48.26,
SBI,Bowens Island,Short,2,17,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 3,C,14-Oct,288,1,0,5,44.45,
SBI,Bowens Island,Short,2,18,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 19,E,14-Oct,288,1,0,7,87.63,yes   
SBI,Bowens Island,Short,2,19,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 7,G,14-Oct,288,1,0,13,45.72,
SBI,Bowens Island,Short,2,20,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 6,A,14-Oct,288,1,0,6,45.72,
SBI,Bowens Island,Short,2,21,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 5,E,14-Oct,288,1,0,11,57.15,
SBI,Bowens Island,Short,2,22,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 4,B,14-Oct,288,1,0,6,63.5,
SBI,Bowens Island,Short,2,23,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 20,E,14-Oct,288,1,0,9,55.88,
SBI,Bowens Island,Short,2,24,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 21,D,14-Oct,288,1,0,14,93.98,yes   
SBI,Bowens Island,Short,2,25,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 24,F,14-Oct,288,1,0,7,68.58,
SBI,Bowens Island,Short,2,26,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 6,A,14-Oct,288,1,0,6,36.83,
SBI,Bowens Island,Short,2,27,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 13,D,14-Oct,288,0,1,NA,NA,
SBI,Bowens Island,Short,2,28,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 15,D,14-Oct,288,1,0,13,41.91,
SBI,Bowens Island,Short,2,29,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 2,C,14-Oct,288,1,0,9,55.88,
SBI,Bowens Island,Short,2,30,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 13,A,14-Oct,288,1,0,3,34.29,
SFB,Folly Beach,Short,3,1,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 13,F,14-Oct,288,1,0,4,39.37,
SFB,Folly Beach,Short,3,2,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 25,D,14-Oct,288,1,0,6,78.74,yes
SFB,Folly Beach,Short,3,3,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 14,B,14-Oct,288,1,0,3,38.1,
SFB,Folly Beach,Short,3,4,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 20,F,14-Oct,288,1,0,12,45.72,yes
SFB,Folly Beach,Short,3,5,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 6,D,14-Oct,288,1,0,8,52.07,
SFB,Folly Beach,Short,3,6,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 7,H,14-Oct,288,1,0,14,45.72,
SFB,Folly Beach,Short,3,7,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 6,G,14-Oct,288,1,0,8,30.48,
SFB,Folly Beach,Short,3,8,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 24,H,14-Oct,288,1,0,11,45.72,
SFB,Folly Beach,Short,3,9,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 20,E,14-Oct,288,1,0,3,33.02,
SFB,Folly Beach,Short,3,10,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 1,A,14-Oct,288,1,0,11,48.26,
SFB,Folly Beach,Short,3,11,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 1 ,C,14-Oct,288,1,0,15,86.36,yes - 2
SFB,Folly Beach,Short,3,12,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 25,D,14-Oct,288,1,0,8,50.8,
SFB,Folly Beach,Short,3,13,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 9,G,14-Oct,288,1,0,10,48.26,
SFB,Folly Beach,Short,3,14,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 4,G,14-Oct,288,1,0,18,44.45,
SFB,Folly Beach,Short,3,15,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 17,A,14-Oct,288,1,0,11,48.26,
SFB,Folly Beach,Short,3,16,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 5,C,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,3,17,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 10,D,14-Oct,288,1,0,10,50.8,
SFB,Folly Beach,Short,3,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 19,G,14-Oct,288,1,0,12,48.26,
SFB,Folly Beach,Short,3,19,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 22,F,14-Oct,288,1,0,4,36.83,
SFB,Folly Beach,Short,3,20,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 4,C,14-Oct,288,1,0,7,57.15,
SFB,Folly Beach,Short,3,21,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 10,C,14-Oct,288,1,0,8,54.61,
SFB,Folly Beach,Short,3,22,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 5,C,14-Oct,288,1,0,12,36.83,
SFB,Folly Beach,Short,3,23,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 12,A,14-Oct,288,1,0,7,31.75,
SFB,Folly Beach,Short,3,24,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 11,E,14-Oct,288,1,0,9,45.72,yes
SFB,Folly Beach,Short,3,25,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 16,C,14-Oct,288,1,0,13,41.91,
SFB,Folly Beach,Short,3,26,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 15,F,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,3,27,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 15,A,14-Oct,288,1,0,11,35.56,
SFB,Folly Beach,Short,3,28,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 8,G,14-Oct,288,1,0,1,21.59,
SFB,Folly Beach,Short,3,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 16,H,14-Oct,288,1,0,14,36.83,
SFB,Folly Beach,Short,3,30,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 9,H,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,4,1,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 1 ,F,14-Oct,288,1,0,7,83.82,yes   
SFB,Folly Beach,Short,4,2,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 3,G,14-Oct,288,1,0,9,45.72,
SFB,Folly Beach,Short,4,3,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 16,D,14-Oct,288,1,0,8,53.34,
SFB,Folly Beach,Short,4,4,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 2,F,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,4,5,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 21,H,14-Oct,288,1,0,6,55.88,yes   
SFB,Folly Beach,Short,4,6,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 7,H,14-Oct,288,1,0,8,45.72,
SFB,Folly Beach,Short,4,7,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 20,H,14-Oct,288,1,0,5,55.88,
SFB,Folly Beach,Short,4,8,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 6,B,14-Oct,288,1,0,16,50.8,yes   
SFB,Folly Beach,Short,4,9,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 4,G,14-Oct,288,1,0,7,49.53,
SFB,Folly Beach,Short,4,10,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 15,A,14-Oct,288,1,0,16,73.66,
SFB,Folly Beach,Short,4,11,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 17,F,14-Oct,288,1,0,8,58.42,yes   
SFB,Folly Beach,Short,4,12,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 19,B,14-Oct,288,1,0,7,78.74,yes   
SFB,Folly Beach,Short,4,13,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 3,G,14-Oct,288,1,0,6,35.56,
SFB,Folly Beach,Short,4,14,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 19,A,14-Oct,288,1,0,7,33.02,
SFB,Folly Beach,Short,4,15,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 7,D,14-Oct,288,1,0,7,35.56,
SFB,Folly Beach,Short,4,16,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 19,C,14-Oct,288,1,0,7,35.56,
SFB,Folly Beach,Short,4,17,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 13,F,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,4,18,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 6,C,14-Oct,288,1,0,10,34.29,
SFB,Folly Beach,Short,4,19,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 11,H,14-Oct,288,1,0,10,46.99,
SFB,Folly Beach,Short,4,20,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 9,E,14-Oct,288,1,0,6,45.72,
SFB,Folly Beach,Short,4,21,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 2 ,E,14-Oct,288,1,0,15,91.44,yes - 2
SFB,Folly Beach,Short,4,22,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 17,C,14-Oct,288,1,0,2,41.91,
SFB,Folly Beach,Short,4,23,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 13,C,14-Oct,288,1,0,7,66.04,
SFB,Folly Beach,Short,4,24,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 9,C,14-Oct,288,0,1,NA,NA,
SFB,Folly Beach,Short,4,25,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 22,D,14-Oct,288,1,0,11,43.18,
SFB,Folly Beach,Short,4,26,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 12,A,14-Oct,288,1,0,12,68.58,
SFB,Folly Beach,Short,4,27,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 12,D,14-Oct,288,1,0,6,27.94,
SFB,Folly Beach,Short,4,28,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 25,B,14-Oct,288,1,0,13,50.8,yes   
SFB,Folly Beach,Short,4,29,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 23,B,14-Oct,288,1,0,11,43.18,
SFB,Folly Beach,Short,4,30,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 1,B,14-Oct,288,1,0,11,101.6,yes   
SFJ,Fort Johnson,Short,5,1,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 20,D,14-Oct,288,1,0,13,33.02,
SFJ,Fort Johnson,Short,5,2,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 1,A,14-Oct,288,1,0,8,49.53,
SFJ,Fort Johnson,Short,5,3,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 13,A,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,5,4,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 9,C,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,5,5,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 25,H,14-Oct,288,1,0,5,50.8,
SFJ,Fort Johnson,Short,5,6,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 4,D,14-Oct,288,1,0,7,48.26,
SFJ,Fort Johnson,Short,5,7,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 1,C,14-Oct,288,1,0,2,16.51,
SFJ,Fort Johnson,Short,5,8,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 6,E,14-Oct,288,1,0,5,50.8,
SFJ,Fort Johnson,Short,5,9,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 15,B,14-Oct,288,1,0,6,25.4,
SFJ,Fort Johnson,Short,5,10,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 22,F,14-Oct,288,1,0,2,39.37,
SFJ,Fort Johnson,Short,5,11,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 5,D,14-Oct,288,1,0,1,12.7,
SFJ,Fort Johnson,Short,5,12,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 14,C,14-Oct,288,1,0,1,5.08,
SFJ,Fort Johnson,Short,5,13,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 10,A,14-Oct,288,1,0,5,31.75,
SFJ,Fort Johnson,Short,5,14,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 16,G ,14-Oct,288,1,0,7,49.53,
SFJ,Fort Johnson,Short,5,15,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 24,D,14-Oct,288,1,0,4,46.99,
SFJ,Fort Johnson,Short,5,16,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 7,C,14-Oct,288,1,0,3,26.67,
SFJ,Fort Johnson,Short,5,17,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 8,F,14-Oct,288,1,0,1,3.81,
SFJ,Fort Johnson,Short,5,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 6,A,14-Oct,288,1,0,7,43.18,
SFJ,Fort Johnson,Short,5,19,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 5,G ,14-Oct,288,1,0,10,39.37,
SFJ,Fort Johnson,Short,5,20,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 13,F,14-Oct,288,1,0,6,68.58,
SFJ,Fort Johnson,Short,5,21,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 11,C,14-Oct,288,1,0,12,34.29,
SFJ,Fort Johnson,Short,5,22,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 20,C,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,5,23,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 3,A,14-Oct,288,1,0,6,52.07,
SFJ,Fort Johnson,Short,5,24,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 25,C,14-Oct,288,1,0,12,39.37,
SFJ,Fort Johnson,Short,5,25,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 1,A,14-Oct,288,1,0,11,63.5,
SFJ,Fort Johnson,Short,5,26,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 4,D,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,5,27,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 4,A,14-Oct,288,1,0,8,45.72,
SFJ,Fort Johnson,Short,5,28,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 12,F,14-Oct,288,1,0,12,36.83,
SFJ,Fort Johnson,Short,5,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 6,G,14-Oct,288,NA,NA,NA,NA,
SFJ,Fort Johnson,Short,5,30,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 9,D,14-Oct,288,NA,NA,NA,NA,
SFJ,Fort Johnson,Short,6,1,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 7,E,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,6,2,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 17,F,14-Oct,288,1,0,6,54.61,
SFJ,Fort Johnson,Short,6,3,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 15,E,14-Oct,288,1,0,7,43.18,
SFJ,Fort Johnson,Short,6,4,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 6,F,14-Oct,288,1,0,6,38.1,
SFJ,Fort Johnson,Short,6,5,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 12,B,14-Oct,288,1,0,7,60.96,
SFJ,Fort Johnson,Short,6,6,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 9,E,14-Oct,288,1,0,14,38.1,
SFJ,Fort Johnson,Short,6,7,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 23,E,14-Oct,288,1,0,9,67.31,yes   
SFJ,Fort Johnson,Short,6,8,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 9,E,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,6,9,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 3,D,14-Oct,288,1,0,9,40.64,
SFJ,Fort Johnson,Short,6,10,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 16,G,14-Oct,288,1,0,6,66.04,
SFJ,Fort Johnson,Short,6,11,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 19,A,14-Oct,288,1,0,8,46.99,
SFJ,Fort Johnson,Short,6,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 17,F,14-Oct,288,1,0,7,44.45,
SFJ,Fort Johnson,Short,6,13,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 12,C,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,6,14,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 19,H,14-Oct,288,1,0,4,33.02,
SFJ,Fort Johnson,Short,6,15,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 1 ,B,14-Oct,288,1,0,5,41.91,
SFJ,Fort Johnson,Short,6,16,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 19,H,14-Oct,288,1,0,4,59.69,
SFJ,Fort Johnson,Short,6,17,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 15,F,14-Oct,288,1,0,12,58.42,
SFJ,Fort Johnson,Short,6,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 21,E,14-Oct,288,1,0,9,40.64,
SFJ,Fort Johnson,Short,6,19,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 16,H,14-Oct,288,1,0,5,38.1,
SFJ,Fort Johnson,Short,6,20,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 13,C,14-Oct,288,1,0,7,60.96,
SFJ,Fort Johnson,Short,6,21,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 2,B,14-Oct,288,1,0,7,31.75,
SFJ,Fort Johnson,Short,6,22,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 2 ,H,14-Oct,288,1,0,5,41.91,
SFJ,Fort Johnson,Short,6,23,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 10,G ,14-Oct,288,1,0,11,43.18,
SFJ,Fort Johnson,Short,6,24,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 20,H,14-Oct,288,1,0,7,31.75,
SFJ,Fort Johnson,Short,6,25,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 11,H,14-Oct,288,1,0,12,40.64,
SFJ,Fort Johnson,Short,6,26,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 17,B,14-Oct,288,1,0,12,63.5,
SFJ,Fort Johnson,Short,6,27,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 25,E,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,6,28,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 22,E,14-Oct,288,1,0,10,38.1,
SFJ,Fort Johnson,Short,6,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 7,B,14-Oct,288,0,1,NA,NA,
SFJ,Fort Johnson,Short,6,30,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 19,G,14-Oct,288,1,0,1,33.02,
TFB,Folly Beach,Tall,7,1,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 9,E,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,2,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 3,B,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,3,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 5,F,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,4,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 12,D,14-Oct,288,1,0,1,31.75,
TFB,Folly Beach,Tall,7,5,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 7,G,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,6,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 12,C,14-Oct,288,1,0,1,60.96,
TFB,Folly Beach,Tall,7,7,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 4,E,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,8,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 7,F,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,9,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 19,B,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,10,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 22,H,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,11,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 19,A,14-Oct,288,1,0,1,21.59,
TFB,Folly Beach,Tall,7,12,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 20,G,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,13,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 17,E,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,14,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 4,Z,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,15,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 10,F,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,16,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 19,D,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,17,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 6,C,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,18,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 4,E,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,19,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 16,B,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,20,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 15,E,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,21,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 22,A,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,22,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 25,C,14-Oct,288,0,1,NA,NA,
TFB,Folly Beach,Tall,7,23,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 17,E,14-Oct,288,0,1,NA,NA,
